hello;olá
<col=000000>Ah! Bem-vindo, recÃ©m-chegado. Eu sou o Master  Chef, Lev. Ã‰ aqui que vou te ensinar como  cozinhar comida verdadeiramente digna de um  rei.</col>;<col=000000>Ah! Bem-vindo, recém-chegado. Eu sou o Master Chef, Lev. É aqui que vou te ensinar como cozinhar comida verdadeiramente digna de um rei.</col>
AlÃ©m disso, se vocÃª me trouxer seus bens indesejados e sacrificÃ¡-los em meu Cofre aqui, contabilizarei o valor deles em quaisquer taxas futuras que eu cobrar de vocÃª.;Além disso, se você me trouxe seus bens indesejados e os sacrificou em meu Cofre aqui, contabilizarei o valor deles em quaisquer taxas futuras que eu cobrar de você.
Realmente? NÃ£o hÃ¡ muito mais para vocÃª fazer aqui. Mas vocÃª conhece o seu negÃ³cio.;Realmente? Não há muito mais para você fazer aqui. Mas você conhece seu negócio.
EntÃ£o vocÃª precisa recuperar algo que perdeu quando morreu?;Então você precisa recuperar algo que perdeu quando morreu?
Como vocÃª deveria poder ver, eu sou a Morte. O Ceifador. O InexorÃ¡vel. O domÃ­nio inevitÃ¡vel do destino mortal. E este Ã© o meu pequeno escritÃ³rio. Legal, nÃ£o Ã©?;Como você deveria poder ver, eu sou a Morte. Ó Ceifador. Ó Inexorável. O domínio inevitável do destino mortal. E este é o meu pequeno escritor. Legal, não é?
Saia da minha frente, estou com pressa!;Saia da minha frente, estou com pressa!
Suas decoraÃ§Ãµes deixam um pouco a desejar.;Suas decorações deixam um pouco a desejar.
Ã‰ adorÃ¡vel.;Ã‰ adorável.
Obrigado. Acho que o esquema de cores combina com meu estilo. Agora, posso ajudÃ¡-lo a recuperar algo que perdeu quando morreu?;Obrigado. Acho que o esquema de cores combina com meu estilo. Agora, posso ajudá-lo a recuperar algo que perdeu quando morreu?
Any advice for an advanced fisher?;Algum conselho para um pescador avançado?
Algum conselho para um pescador avançado?;Algum conselho para um pescador avançado?
<col=000000>Now that you have the quest list open, you can  see all the quests within it. Opening a  quest's journal will provide you with more  information on it.</col>;<col=000000>Agora que a lista de missões está aberta, você pode ver todas as missões contidas nela. Abrir o diário de uma missão fornecerá mais informações sobre ela.</col>
Veja se vocÃª consegue usar a bigorna aqui para fazer uma adaga de bronze.;Veja se você consegue usar uma bigorna aqui para fazer uma adaga de bronze.
<col=000000>Muito bom, mas essa facazinha de manteiga não  vai te proteger muito. Vamos te arrumar algo  um pouco melhor. Assim que você estiver  devidamente equipado, podemos passar para um  combate de verdade.</col>;<col=000000>Muito bom, mas essa facazinha de manteiga não vai te proteger muito. Vamos te arrumar algo um pouco melhor. Assim que você estiver devidamente equipado, podemos passar para um combate de verdade.</col>
<col=000000>Very good, but that little butter knife isn't  going to protect you much. Let's get you  something a bit better. Once you're properly  equipped we can move on to some actual combat.</col>;<col=000000>Muito bom, mas aquela faquinha de manteiga não vai te proteger muito. Vamos pegar algo um pouco melhor. Quando você estiver devidamente equipado, poderemos prosseguir para um combate real.</col>
<col=000000>Now that you've got a bar, you can smith it  into a weapon. To smith something, you need a  hammer and an anvil. There's some anvils just  here that you can use. See if you can make a  bronze dagger.</col>;<col=000000>Agora que você tem uma barra, você pode transformá-la em uma arma. Para forjar algo, você precisa de um martelo e uma bigorna. Há algumas bigornas aqui que você pode usar. Veja se você consegue fazer uma adaga de bronze.</col>
<col=000000>Let's get you equipped.</col>;<col=000000>Vamos equipar você.</col>
<col=000000>Do I look like I care? To me you're just  another newcomer who thinks they're ready to  fight.</col>;<col=000000>Pareço que me importo? Para mim, você é apenas mais um novato que pensa que está pronto para lutar.</col>
<col=000000>Let's get started by teaching you to wield a  weapon.</col>;<col=000000>Vamos começar ensinando você a manejar uma arma.</col>
<col=000000>Vamos te equipar.</col>;<col=000000>Vamos equipar.</col>
<col=000000>Eu tenho uma barra de bronze. E agora?</col>;<col=000000>Eu tenho uma barra de bronze. E agora?</col>
<col=000000>Vamos começar te ensinando a empunhar uma arma.</col>;<col=000000>Vamos começar a ensinar a empunhar uma arma.</col>
<col=000000>Hi! My name's [PLAYER_NAME].</col>;<col=000000>Olá! Meu nome é [PLAYER_NAME].</col>
<col=000000>I am Vannaka, the greatest swordsman alive, and  I'm here to teach you the basics of combat.</col>;<col=000000>Eu sou Vannaka, o maior espadachim vivo, e estou aqui para lhe ensinar o básico do combate.</col>
<col=000000>Next up we have ranged combat. With this you  can kill foes from a distance. With ranged,  you'll be able to attack the rats without  entering the pit meaning they won't be able to  fight back.</col>;<col=000000>A seguir temos o combate à distância. Com isso você pode matar inimigos à distância. Com o ataque à distância, você poderá atacar os ratos sem entrar no poço, o que significa que eles não serão capazes de revidar.</col>
<col=000000>I saw. You seem better at this than I thought.  Now that you have grasped basic swordplay,  let's move on.</col>;<col=000000>Eu vi. Você parece melhor nisso do que eu pensava.  Agora que você aprendeu a esgrima básica, vamos seguir em frente.</col>
<col=000000>Vi. Você parece melhor nisso do que eu  imaginava. Agora que você dominou o básico do  manejo da espada, vamos prosseguir.</col>;<col=000000>Vi. Você parece melhor nisso do que eu imaginava. Agora que você domina o básico do manejo da espada, vamos obrigações.</col>
<col=000000>Agora vamos aprender combate à distância. Com  isso, você pode matar inimigos de longe. Com  arco, vai poder atacar os ratos sem entrar no  fosso, então eles não vão poder revidar.</col>;<col=000000>Agora vamos aprender o combate à distância. Com isso, você pode matar inimigos de longe. Com arco, vai poder atacar os ratos sem entrar no fosso, então eles não vão poder reviver.</col>
<col=000000>Eu consegui! Eu matei um rato gigante!</col>;<col=000000>Eu consegui! Eu matei um rato gigante!</col>
<col=000000>Olá, quem é você?</col>;<col=000000>Olá, quem é você?</col>
<col=000000>Seu personagem É sua conta! É o que você está  usando agora para jogar neste instante. Todos  aqui têm uma, alguns têm várias contas!</col>;<col=000000>Seu personagem É sua conta! É o que você está usando agora para jogar neste instante. Todos aqui têm uma, alguns têm várias contas!</col>
<col=000000>Oi! Get away from there. Only enter the rat  cage when I say so.</col>;<col=000000>Oi! Afaste-se daí. Só entre na gaiola dos ratos quando eu mandar.</col>
<col=000000>Antes de continuarmos, você deve dar uma olhada  no menu de Gerenciamento de Conta.</col>;<col=000000>Antes de continuarmos, você deve dar uma olhada no menu de Gerenciamento de Conta.</col>
<col=000000>There's various things you can do with your  account which is where the Account Management  menu comes into play. Let's take a look at it  now.</col>;<col=000000>Há várias coisas que você pode fazer com sua conta e é aí que o menu Gerenciamento de conta entra em ação. Vamos dar uma olhada agora.</col>
<col=000000>O que é uma conta?</col>;<col=000000>O que é uma conta?</col>
<col=000000>Before we go any further, you should have a  look at the Account Management menu.</col>;<col=000000>Antes de prosseguirmos, você deve dar uma olhada no menu Gerenciamento de contas.</col>
<col=000000>Existem várias coisas que você pode fazer com  sua conta, e é aí que o menu de Gerenciamento  de Conta entra em ação. Vamos dar uma olhada  nele agora.</col>;<col=000000>Existem várias coisas que você pode fazer com sua conta, e é aí que o menu de Gerenciamento de Conta entra em ação. Vamos dar uma olhada nele agora.</col>
<col=000000>Eu sou o Tutor da Conta. Estou aqui para lhe  dizer sobre sua conta.</col>;<col=000000>Eu sou o Tutor da Conta. Estou aqui para lhe dizer sobre sua conta.</col>
<col=000000>Por enquanto, é só isso que tenho para ensinar.  Se precisar de um lembrete sobre suas orações,  basta falar comigo novamente.</col>;<col=000000>Por enquanto, é só isso que tenho para ensinar.  Se precisar de um lembrete sobre suas orações, basta falar comigo novamente.</col>
<col=000000>Orações ativas vão drenar seus Prayer Points,  que você pode recarregar encontrando um altar  ou outro local sagrado e orando lá.</col>;<col=000000>As orações ativas vão drenar seus Pontos de Oração, que você pode recarregar encontrando um altar ou outro sagrado local e orando lá.</col>
<col=000000>Excelente. Algo a mais que eu deva saber sobre  contas?</col>;<col=000000>Excelente. Algo a mais que eu deveria saber sobre contas?</col>
<col=000000>Bonds são outra coisa que você conhecer. Você  pode comprar bonds pela loja, no menu  Gerenciamento da Conta. Uma vez que tiver  algumas bonds, pode convertê-las em  assinatura!</col>;<col=000000>Títulos são outra coisa que você conhece. Você pode comprar títulos pela loja, no menu Gerenciamento da Conta. Uma vez que você tenha alguns títulos, pode convertê-los em assinatura!</col>
<col=000000>Um mundo é onde você joga o jogo. A maioria dos  mundos pode conter até 2000 jogadores. Eles  são divididos em dois tipos principais: mundos  gratuitos e mundos para membros. Você pode  trocar de mundo com o Alternador de Mundos no  menu de Sair.</col>;<col=000000>Um mundo é onde você joga o jogo. A maioria dos mundos pode conter até 2.000 jogadores. Eles são divididos em dois tipos principais: mundos gratuitos e mundos para membros. Você pode trocar de mundo com o Alternador de Mundos no menu de Sair.</col>
<col=000000>Como você percebeu, a maioria dos inimigos vai  soltar ossos quando derrotados. Enterrar  ossos, clicando neles no seu inventário, vai  te dar experiência em Prayer.</col>;<col=000000>Como você verá, a maioria dos inimigos vai soltar ossos quando derrotados. Enterrar ossos, clicando neles no seu inventário, você terá experiência em Oração.</col>
<col=000000>De qualquer forma, isso é tudo que tenho a  dizer sobre contas. Fale comigo de novo para  ser lembrado, ou prossiga para o próximo  tutor.</col>;<col=000000>De qualquer forma, isso é tudo que tenho a dizer sobre contas. Fale comigo de novo para ser lembrado, ou prossiga para o próximo tutor.</col>
<col=000000>Neste momento você está em um mundo grátis. Se  quiser trocar para um mundo de membros e  aproveitar todos os benefícios, você precisa  comprar a assinatura. Pode fazer isso no botão  Assine Agora, no menu Gerenciamento da Conta.</col>;<col=000000>Neste momento você está em um mundo grátis. Se quiser trocar para um mundo de membros e aproveitar todos os benefícios, você precisa comprar uma assinatura. Pode isso no botão Assine Agora, no menu Gerenciamento da Conta.</col>
<col=000000>Bom dia, irmão.</col>;<col=000000>Bom dia, irmão.</col>
<col=000000>Não, estou pronto para seguir em frente!</col>;<col=000000>Não, estou pronto para seguir em frente!</col>
<col=000000>Sua conta é muito valiosa e é importante cuidar  dela. Várias ferramentas podem ajudar nisso,  como senhas de banco e opções de autenticação  em duas etapas.</col>;<col=000000>Sua conta é muito valiosa e é importante cuidar dela. Várias ferramentas podem ajudar nisso, como senhas de banco e opções de autenticação em duas etapas.</col>
<col=000000>A world is what you play the game on. Most  worlds can hold up to 2000 players. They are  split into two main types: free worlds and  members' worlds. You can swap worlds with the  World Switcher in the Logout menu.</col>;<col=000000>Um mundo é onde você joga. A maioria dos mundos pode acomodar até 2.000 jogadores. Eles são divididos em dois tipos principais: mundos gratuitos e mundos para membros. Você pode trocar de mundo com o World Switcher no menu Logout.</col>
<col=000000>OlÃ¡.</col>;<col=000000>Olá.</col>
<col=000000>Active prayers will drain your Prayer Points,  which you can recharge by finding an altar or  other holy spot and praying there.</col>;<col=000000>Orações ativas esgotarão seus Pontos de Oração, que você pode recarregar encontrando um altar ou outro local sagrado e orando lá.</col>
<col=000000>Primeiro, existe a assinatura. Todas as contas  são gratuitas por padrão, mas se desejar, pode  assinar para desbloquear os mundos de membro.  Nestes mundos, você tem acesso a mais  habilidades, áreas, missões e mais!</col>;<col=000000>Primeiro, existe uma assinatura. Todas as contas são gratuitas por padrão, mas se desejar, você pode distribuir para desbloquear os mundos dos membros.  Nestes mundos, você tem acesso a mais habilidades, áreas, missões e mais!</col>
<col=000000>"O que é um ""mundo""?"</col>;<col=000000>"O que é um ""mundo""?"</col>
<col=000000>O alternador de nome permite que você mude seu  nome no jogo caso não esteja satisfeito com o  atual. Saiba que isso só está disponível para  membros.</col>;<col=000000>O alternador de nome permite que você mude seu nome no jogo caso não esteja satisfeito com o atual. Saiba que isso só está disponível para membros.</col>
<col=000000>Tell me about Prayers again.</col>;<col=000000>Conte-me novamente sobre orações.</col>
<col=000000>Me fale sobre as Orações novamente.</col>;<col=000000>Me fale sobre as orações novamente.</col>
<col=000000>That's all I have to teach you for now. If you  need a reminder about your prayers, just speak  to me again.</col>;<col=000000>Isso é tudo que tenho para lhe ensinar por enquanto. Se precisar de um lembrete sobre suas orações, fale comigo novamente.</col>
<col=000000>A paz esteja com vocÃª, meu filho. Posso  ajudar?</col>;<col=000000>A paz esteja com você, meu filho. Posso ajudar?</col>
<col=000000>Então se eu usar meu dinheiro para comprar uma  Bond de outro jogador, eu posso adquirir  assinatura sem gastar dinheiro da vida real?</col>;<col=000000>Então se eu usar meu dinheiro para comprar um Bond de outro jogador, posso adquirir assinatura sem gastar dinheiro da vida real?</col>
<col=000000>Mas por que eu usaria uma Bond invés de comprar  membro normalmente?</col>;<col=000000>Mas por que eu usaria um Bond em vez de comprar membro normalmente?</col>
<col=000000>Exatamente!</col>;<col=000000>Exatamente!</col>
<col=000000>Olá, sou o Brother Brace. Estou aqui para te  contar tudo sobre Prayer.</col>;<col=000000>Olá, sou o irmão Brace. Estou aqui para te contar tudo sobre Oração.</col>
<col=000000>Ao contrário da assinatura, Bonds podem ser  negociadas com outros jogadores. Você pode  comprar uma Bond e então vender para outro  jogador para conseguir dinheiro.  Alternativamente, você pode usar o seu  dinheiro pra comprar uma Bond de outro  jogador.</col>;<col=000000>Ao contrário da assinatura, os títulos podem ser negociados com outros jogadores. Você pode comprar um Bond e depois vendê-lo para outro jogador para ganhar dinheiro.  Como alternativa, você pode usar seu dinheiro para comprar um Bond de outro jogador.</col>
